道具,品阶,道具分类,适用职业,掉落来源(怪物),地图,刷新点位,道具属性,掉落概率,是否可制作,制作材料
勇敢药水,普通,消耗品,骑士,堕落[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.5%,否,
钢铁金属盔甲,普通,防具,骑士,托鲁克[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 7,0.01%,否,
技术书（精通武器）,普通,技能书,骑士,摩特男爵,未知刷新点/活动怪物,未知刷新点,无属性,0.004%,是,书页 x200 (概率: 100.0%)
勇敢药水,普通,消耗品,骑士,欧吉[测试],未知刷新点/活动怪物,未知刷新点,无属性,5%,否,
狂战士斧,普通,武器,骑士,欧吉[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,2.5%,否,
狂战士斧,普通,武器,骑士,死亡的骷髅禁卫兵[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,0.08%,否,
勇敢皮带,普通,防具,骑士,死神骷髅狙击兵[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30; 物理防御力（AC）: 1,0.08%,否,
瑟鲁基之剑,普通,武器,骑士,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 2; 大型怪物攻击力&max: 10; 小型怪物攻击力&max: 16; 攻击间隔: 0.76,0.01%,否,
技术书（增幅防御）,普通,技能书,骑士,炎魔[测试],未知刷新点/活动怪物,未知刷新点,无属性,5%,是,书页 x100 (概率: 100.0%)
勇敢药水,普通,消耗品,骑士,独眼巨人盲信者[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.5%,否,
勇敢药水,普通,消耗品,骑士,独眼巨人盲信者[测试],未知刷新点/活动怪物,未知刷新点,无属性,10%,否,
狂战士斧,普通,武器,骑士,甘地妖魔斧兵[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,0.08%,否,
瑟鲁基之剑,普通,武器,骑士,精锐巴列斯的剑士[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 2; 大型怪物攻击力&max: 10; 小型怪物攻击力&max: 16; 攻击间隔: 0.76,0.08%,否,
勇敢皮带,普通,防具,骑士,精锐罗孚妖魔弓兵[测试],未知刷新点/活动怪物,未知刷新点,最大HP&固定值: 30; 物理防御力（AC）: 1,0.08%,否,
狂战士斧,普通,武器,骑士,精锐罗孚妖魔斧兵[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,0.08%,否,
狂战士斧,普通,武器,骑士,罗孚妖魔斧兵[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,0.08%,否,
血色巨剑,普通,武器,骑士,血色骑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 15; 小型怪物攻击力&max: 13; 额外攻击: 3; 攻击间隔: 0.96,0.4%,否,
勇敢药水,普通,消耗品,骑士,被侵蚀的触手沙幼虫[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
技术书（增幅防御）,普通,技能书,骑士,被侵蚀的触手沙幼虫[测试],未知刷新点/活动怪物,未知刷新点,无属性,1%,是,书页 x100 (概率: 100.0%)
技术书（重击）,普通,技能书,骑士,被召唤的克特,未知刷新点/活动怪物,未知刷新点,无属性,0.1%,是,书页 x50 (概率: 100.0%)
技术书（精通武器）,普通,技能书,骑士,被召唤的哈修泰尔侯爵,未知刷新点/活动怪物,未知刷新点,无属性,0.004%,是,书页 x200 (概率: 100.0%)
技术书（双手武器大师）,普通,技能书,骑士,被召唤的巨蚁女皇,未知刷新点/活动怪物,未知刷新点,无属性,0.004%,是,书页 x200 (概率: 100.0%)
技术书（精通武器）,普通,技能书,骑士,被召唤的摩特男爵,未知刷新点/活动怪物,未知刷新点,无属性,0.004%,是,书页 x200 (概率: 100.0%)
技术书（精通武器）,普通,技能书,骑士,被召唤的皮尔喏得尔男爵,未知刷新点/活动怪物,未知刷新点,无属性,0.004%,是,书页 x200 (概率: 100.0%)
武官双手剑,普通,武器,骑士,被召唤的莱茵哈德,未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 1; 大型怪物攻击力&max: 23; 小型怪物攻击力&max: 19; 额外攻击: 5; 攻击间隔: 0.96,0.01%,是,"材料ID:2040,2707,2097,2740 x1,100,300,50 (概率: 100.0%)"
钢铁金属盔甲,普通,防具,骑士,被召唤的莱茵哈德,未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 7,0.01%,否,
狂战士斧,普通,武器,骑士,被召唤的骷髅斧兵,未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,0.08%,否,
勇敢药水,普通,消耗品,骑士,被支配的莱肯[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.5%,否,
狂战士斧,普通,武器,骑士,食人妖精[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,2.5%,否,
勇敢药水,普通,消耗品,骑士,食人妖精王[测试],未知刷新点/活动怪物,未知刷新点,无属性,2.5%,否,
狂战士斧,普通,武器,骑士,食人妖精王[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 19; 小型怪物攻击力&max: 19; 攻击间隔: 0.96,1%,否,
勇敢药水,普通,消耗品,骑士,黑暗的火焰战士[测试],未知刷新点/活动怪物,未知刷新点,无属性,25%,否,
塔盾,普通,防具,骑士,黑骑[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3,0.4%,否,
塔盾,普通,防具,骑士,黑骑士团恶灵骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3,0.4%,否,
技术书（重击）,普通,技能书,骑士,黑骑士团恶灵骑士[测试],未知刷新点/活动怪物,未知刷新点,无属性,0.01%,是,书页 x50 (概率: 100.0%)
钢铁头盔,普通,防具,骑士,黑骑士团恶灵骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 3,0.08%,否,
钢铁金属盔甲,普通,防具,骑士,黑骑士团恶灵骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 7,0.08%,否,
精灵盾牌,普通,防具,骑士/法师/精灵/黑妖,冰妖精战士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2,0.08%,否,
精灵盾牌,普通,防具,骑士/法师/精灵/黑妖,受诅咒的黑暗妖精将军[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2,0.08%,否,
精灵盾牌,普通,防具,骑士/法师/精灵/黑妖,受诅咒的黑暗妖精骑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2,0.08%,否,
精灵盾牌,普通,防具,骑士/法师/精灵/黑妖,堕落的黑暗妖精剑士[测试],未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2,0.08%,否,
精灵盾牌,普通,防具,骑士/法师/精灵/黑妖,被召唤的树精分身,未知刷新点/活动怪物,未知刷新点,物理防御力（AC）: 2,0.01%,否,
阔剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,僵尸鱼人族剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 6; 小型怪物攻击力&max: 4; 攻击间隔: 0.76,0.4%,否,
短弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,僵尸鱼人族弓士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: -1; 攻击间隔: 0.96,0.4%,否,
阔剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,克拉肯手下剑兵[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 6; 小型怪物攻击力&max: 4; 攻击间隔: 0.76,0.4%,否,
阔矛,普通,武器,骑士/法师/精灵/黑暗精灵/领主,克拉肯手下枪兵[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 3; 大型怪物攻击力&max: 16; 小型怪物攻击力&max: 12; 攻击间隔: 0.96,0.4%,否,
棍棒,普通,武器,骑士/法师/精灵/黑暗精灵/领主,农夫僵尸[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 3; 小型怪物攻击力&max: 6; 攻击间隔: 0.76,0.4%,否,
精灵弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,冰妖精弓箭手[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: 1; 攻击间隔: 0.96,0.4%,否,
米索莉短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,冰妖精战士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 5; 小型怪物攻击力&max: 6; 额外攻击: 1; MP恢复tic: 3; 攻击间隔: 0.68,0.08%,否,
精灵短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,冰妖精战士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 8; 小型怪物攻击力&max: 8; 攻击间隔: 0.76,0.4%,否,
魔力短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,受诅咒的黑暗妖精将军[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 4; 小型怪物攻击力&max: 6; 额外攻击: 1; 力量: 1; MP恢复tic: 1; 攻击间隔: 0.68; 未知属性: 2,0.015625%,是,"材料ID:2040,2707,2097,2729 x1,100,300,50 (概率: 100.0%)"
精灵弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,受诅咒的黑暗妖精弓箭手[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: 1; 攻击间隔: 0.96,0.4%,否,
米索莉短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,受诅咒的黑暗妖精骑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 5; 小型怪物攻击力&max: 6; 额外攻击: 1; MP恢复tic: 3; 攻击间隔: 0.68,0.08%,否,
精灵短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,受诅咒的黑暗妖精骑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 8; 小型怪物攻击力&max: 8; 攻击间隔: 0.76,0.4%,否,
魔力短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,受诅咒的黑暗妖精骑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 4; 小型怪物攻击力&max: 6; 额外攻击: 1; 力量: 1; MP恢复tic: 1; 攻击间隔: 0.68; 未知属性: 2,0.015625%,是,"材料ID:2040,2707,2097,2729 x1,100,300,50 (概率: 100.0%)"
短弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,变异僵尸[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: -1; 攻击间隔: 0.96,0.4%,否,
阔矛,普通,武器,骑士/法师/精灵/黑暗精灵/领主,变异的地龙骷髅突击兵[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 3; 大型怪物攻击力&max: 16; 小型怪物攻击力&max: 12; 攻击间隔: 0.96,0.4%,否,
弯刀,普通,武器,骑士/法师/精灵/黑暗精灵/领主,变形怪[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 8; 小型怪物攻击力&max: 8; 攻击间隔: 0.76,0.4%,否,
弯刀,普通,武器,骑士/法师/精灵/黑暗精灵/领主,史巴托[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 8; 小型怪物攻击力&max: 8; 攻击间隔: 0.76,5%,否,
棍棒,普通,武器,骑士/法师/精灵/黑暗精灵/领主,堕落的食人妖精[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 3; 小型怪物攻击力&max: 6; 攻击间隔: 0.76,0.4%,否,
侵略者之剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,堕落的骷髅剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 11; 小型怪物攻击力&max: 9; 攻击间隔: 0.76,0.4%,否,
细剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,堕落的骷髅剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 6; 小型怪物攻击力&max: 11; 攻击间隔: 0.76,0.08%,否,
猎人之弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,堕落的骷髅弓箭手[测试],未知刷新点/活动怪物,未知刷新点,远程命中（待使用）: 5; 大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: 1; 攻击间隔: 0.96,0.4%,否,
精灵短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,堕落的黑暗妖精剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 8; 小型怪物攻击力&max: 8; 攻击间隔: 0.76,0.4%,否,
精灵弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,堕落的黑暗妖精弓箭手[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: 1; 攻击间隔: 0.96,0.4%,否,
棍棒,普通,武器,骑士/法师/精灵/黑暗精灵/领主,女性僵尸[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 3; 小型怪物攻击力&max: 6; 攻击间隔: 0.76,0.4%,否,
猎人之弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,妖魔弓箭手[测试],未知刷新点/活动怪物,未知刷新点,远程命中（待使用）: 5; 大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: 1; 攻击间隔: 0.96,3%,否,
短弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,死亡的僵尸弓箭手[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: -1; 攻击间隔: 0.96,0.4%,否,
阔矛,普通,武器,骑士/法师/精灵/黑暗精灵/领主,死亡的骷髅突击兵[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 3; 大型怪物攻击力&max: 16; 小型怪物攻击力&max: 12; 攻击间隔: 0.96,0.4%,否,
侵略者之剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,残酷的骷髅剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 11; 小型怪物攻击力&max: 9; 攻击间隔: 0.76,0.4%,否,
短刀,普通,武器,骑士/法师/精灵/黑暗精灵/领主,残酷的骷髅剑士[测试],未知刷新点/活动怪物,未知刷新点,近战命中（待使用）: 1; 大型怪物攻击力&max: 12; 小型怪物攻击力&max: 10; 攻击间隔: 0.76,0.08%,否,
短弓,普通,武器,骑士/法师/精灵/黑暗精灵/领主,残酷的骷髅弓箭手[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 2; 小型怪物攻击力&max: 2; 额外攻击: -1; 攻击间隔: 0.96,0.4%,否,
银长剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,没落的德佩托[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 12; 小型怪物攻击力&max: 8; 攻击间隔: 0.76,0.01%,否,
侏儒短剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,测试哈柏哥布林,未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 8; 小型怪物攻击力&max: 7; 攻击间隔: 0.76,0.4%,否,
棍棒,普通,武器,骑士/法师/精灵/黑暗精灵/领主,燃柳村民僵尸[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 3; 小型怪物攻击力&max: 6; 攻击间隔: 0.76,0.4%,否,
阔剑,普通,武器,骑士/法师/精灵/黑暗精灵/领主,精锐巴列斯的剑士[测试],未知刷新点/活动怪物,未知刷新点,大型怪物攻击力&max: 6; 小型怪物攻击力&max: 4; 攻击间隔: 0.76,0.4%,否,
